source_ref,official_name,brand_family,name,address,city,state,zip,lat,lng,interstate,exit_number,interstate_raw,parking_spaces,fuel_lanes,showers,overnight_parking,parking_restrictions,cat_scale,amenities,has_parking
732,Mr. Fuel Travel Center,Mr. Fuel Travel Center,Mr. Fuel Travel Center #732,2840 Salt Springs Rd,Girard,OH,44420,41.1391107292473,-80.71790146670246,I-80,226,"I-80, Exit 226",60,14,10,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
746,Flying J Travel Center,Flying J,Flying J Travel Center #746,2025 S 900 W,Salt Lake City,UT,84104,40.72664906240593,-111.91559221804722,I-15,17,"I-15 & I-80 SR201, Exit 17",110,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
874,Pilot Dealer,Pilot,Pilot Dealer #874,17696 SW 8th St,Miami,FL,33194,25.760367914776484,-80.48067181349181,,,US-41 & FL-997,26,6,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Pegasus | Truck Parking Spaces | Truck Wash,true
876,Flying J Travel Center,Flying J,Flying J Travel Center #876,23866 Rogers Clark Blvd,Ruther Glen,VA,22546,37.94051969909014,-77.46853838227842,I-95,104,"I-95, Exit 104",250,10,22,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
889,Flying J Dealer,Flying J,Flying J Dealer #889,101 S 45th St,Mount Vernon,IL,62864,38.311428503288255,-88.95743122090148,I-64,95,"I-64/57, Exit 95",200,8,0,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,true
891,Pilot Dealer,Pilot,Pilot Dealer #891,1470 Route 46 East,Ledgewood,NJ,07852,40.89213026508659,-74.68616187368013,I-80,,I-80 Exit 27B/Exit 27 A&B,15,4,0,,,false,Diesel Lanes | Diesel Mobile Fueling | ATM | Check Cashing | Lottery | Pegasus | Truck Wash,true
893,Flying J Dealer,Flying J,Flying J Dealer #893,7005 N Chestnut St,Avoca,IA,51521,41.49949089379883,-95.33456159196967,I-80,40,"I-80, Exit 40",200,11,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Pegasus | Truck Parking Spaces,true
897,Pilot Dealer,Pilot,Pilot Dealer #897,16650 NW 27th Ave,Opa Locka,FL,33054,25.925588263065816,-80.2452391643486,,FL-817,"FL-826, Exit FL-817",20,10,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | Game Room | Lottery | Pegasus | Truck Parking Spaces,true
899,Pilot Dealer,Pilot,Pilot Dealer #899,1011 E Atlantic St,South Hill,VA,23970,36.71082206313788,-78.10879096693422,I-85,12A/B,"I-85, Exit 12A/B",20,4,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces,true
902,Pilot Licensee,Pilot,Pilot Licensee #902,3335 W Wood River Rd,Grand Island,NE,68801,40.83061305659963,-98.38060815938569,I-80,312,"I-80, Exit 312",400,22,22,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Public Laundry | Truck Parking Spaces,true
1032,Mr. Fuel Travel Center,Mr. Fuel Travel Center,Mr. Fuel Travel Center #1032,435 S 3rd St,Steubenville,OH,43952,40.3531905,-80.6164316,,Third St,"OH-7, Exit Third St",10,5,0,,,false,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | Cylinder Propane | DEF Lanes | Lottery | Truck Parking Spaces | Mobile Ordering,true
1041,Pilot Travel Center,Pilot,Pilot Travel Center #1041,170 W North Ave,Carol Stream,IL,60188,41.90365011786776,-88.12281056669599,,,IL-64 & Gary Ave,20,6,0,,,false,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
1094,Pilot Travel Center,Pilot,Pilot Travel Center #1094,1668 E Tehachapi Blvd,Tehachapi,CA,93561,35.12712197641601,-118.41531796752854,,151,"CA-58, Exit 151",99,9,9,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
1096,Flying J Travel Center,Flying J,Flying J Travel Center #1096,1101 Friday Rd,Cocoa,FL,32926,28.374809,-80.802044,I-95,202,"I-95, Exit 202",89,8,7,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
1108,Mr. Fuel Travel Center,Mr. Fuel Travel Center,Mr. Fuel Travel Center #1108,3206 W Trinity Blvd,Grand Prairie,TX,75050,32.8018794,-97.030391,,,TX-161 & Trinity Blvd,8,4,0,,,true,Diesel Lanes | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | DEF Lanes | Lottery | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
1117,Pilot Travel Center,Pilot,Pilot Travel Center #1117,389 Rochester Crossing Dr,Rochester,IN,46975,41.048488212006916,-86.21787939828644,,,US-31 & IN-25,33,5,3,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
1126,Pilot Travel Center,Pilot,Pilot Travel Center #1126,8801 NE Birmingham Rd,Kansas City,MO,64161,39.1564147,-94.4763072,I-435,55,"I-435, Exit 55",15,6,2,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
56,Pilot Travel Center,Pilot,Pilot Travel Center #56,2825 Lane St,Kannapolis,NC,28083,35.49845563266019,-80.56096263558197,I-85,63,"I-85, Exit 63",55,7,5,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
147,Pilot Travel Center,Pilot,Pilot Travel Center #147,1200 Wendover Blvd,West Wendover,NV,89883,40.73943964521697,-114.06642221966075,I-80,410,"I-80, Exit 410",125,7,10,,,false,Electric Vehicle Charging Station,true
145,Pilot Travel Center,Pilot,Pilot Travel Center #145,5660 W Sunset Ave,Springdale,AR,72762,36.176497,-94.19317,I-49,72,"I-49, Exit 72",30,5,4,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
13,Pilot Travel Center,Pilot,Pilot Travel Center #13,8924 Lake Rd,Seville,OH,44273,41.02966364720154,-81.90729066118905,I-71,209B,"I-71, Exit 209B",190,11,10,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
195,Pilot Travel Center,Pilot,Pilot Travel Center #195,91485 Biggs Rufus Hwy,Wasco,OR,97065,45.66943893332095,-120.83494981828119,I-84,104,"I-84, Exit 104",37,6,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Live Parking | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
209,Pilot Travel Center,Pilot,Pilot Travel Center #209,501 Van Horn Dr,Van Horn,TX,79855,31.03594379073825,-104.82998702100255,I-10,140A,"I-10, Exit 140A",75,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
306,Pilot Travel Center,Pilot,Pilot Travel Center #306,5619 I-10 E,San Antonio,TX,78219,29.43984530499176,-98.38058858237048,I-10,582,"I-10, Exit 582",50,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
313,Pilot Travel Center,Pilot,Pilot Travel Center #313,699 IL-203,East Saint Louis,IL,62201,38.6521180055513,-90.13190753733092,I-55,4,"I-55/70/64, Exit 4",200,9,11,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
358,Pilot Travel Center,Pilot,Pilot Travel Center #358,5353 Cairo Rd,Paducah,KY,42001,37.09749515428461,-88.69117281349182,I-24,3,"I-24/KY-305, Exit 3",52,8,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
373,Pilot Travel Center,Pilot,Pilot Travel Center #373,11957 Douglas Avenue,Urbandale,IA,50322,41.63025206734957,-93.77945434456635,I-35,,"I-35/80, Ext 126",140,15,17,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash | Mobile Ordering,true
381,Pilot Travel Center,Pilot,Pilot Travel Center #381,8701 US-395,Hesperia,CA,92344,34.408487241982954,-117.3986286766691,I-15,141,"I-15/US-395, Exit 141",217,8,10,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Live Parking | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
422,Pilot Travel Center,Pilot,Pilot Travel Center #422,1645 S US-29,Newnan,GA,30263,33.320550198836116,-84.77770398280335,I-85,41,"I-85, Exit 41",95,7,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
455,Pilot Travel Center,Pilot,Pilot Travel Center #455,488 OH-61,Marengo,OH,43334,40.370886005044866,-82.83082055092619,I-71,140,"I-71, Exit 140",65,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
513,Flying J Dealer,Flying J,Flying J Dealer #513,115 West Primm Blvd.,Jean,NV,89019,35.60971843384898,-115.39175074998263,I-15,1,"I-15, Exit 1",125,10,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Pegasus | Public Laundry | Truck Parking Spaces,true
554,Flying J Travel Center,Flying J,Flying J Travel Center #554,4066 US-59,George West,TX,78022,28.337015956072545,-98.0238216111145,I-37,56,"I-37, Exit 56",90,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
517,Pilot Travel Center,Pilot,Pilot Travel Center #517,30 Benvenue Rd,Duncannon,PA,17020,40.40570626037003,-77.0096590687866,,,US-22/US-322,68,7,6,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
603,Flying J Travel Center,Flying J,Flying J Travel Center #603,2190 Ross Clark Cir,Dothan,AL,36301,31.191259633391088,-85.40007102827892,,,US-231 & US-431,158,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
583,Pilot Travel Center,Pilot,Pilot Travel Center #583,5670 Barrett Rd,Ferndale,WA,98248,48.84874546488632,-122.57186829194671,I-5,262,"I-5, Exit 262",12,7,4,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
620,Flying J Travel Center,Flying J,Flying J Travel Center #620,122 Fitz Henry Rd,Smithton,PA,15479,40.1699764773692,-79.73167045479568,I-70,49,"I-70, Exit 49",74,7,8,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
634,Flying J Travel Center,Flying J,Flying J Travel Center #634,650 Carrollton St,Temple,GA,30179,33.71925049934507,-85.02648355793792,I-20,19,"I-20, Exit 19",164,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
674,Flying J Travel Center,Flying J,Flying J Travel Center #674,1 Campbranch Rd,Warrenton,MO,63383,38.83971109152136,-91.22802276931152,I-70,188,"I-70, Exit 188",175,12,10,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
682,Flying J Travel Center,Flying J,Flying J Travel Center #682,1043 Jimmie Kerr Rd,Haw River,NC,27258,36.07155978723494,-79.35297449810994,I-40,150,"I-40/85, Exit 150",251,12,14,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
698,Flying J Travel Center,Flying J,Flying J Travel Center #698,9935 SR 41,Washington Court House,OH,43128,39.64633388489482,-83.5384017556289,I-71,,I-71 Exit 69,148,8,9,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
684,Flying J Travel Center,Flying J,Flying J Travel Center #684,I-94 ND-16,Beach,ND,58621,46.929651,-104.00927084603272,I-94,,I-94 & Hwy 16,89,5,4,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
716,Flying J Travel Center,Flying J,Flying J Travel Center #716,5201 N Granite Ln,Sioux Falls,SD,57107,43.60294620433454,-96.76769242496421,I-29,83,"I-29, Exit 83",158,8,9,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
721,Mr. Fuel Travel Center,Mr. Fuel Travel Center,Mr. Fuel Travel Center #721,4610 S Harding St,Indianapolis,IN,46217,39.69751665006955,-86.18797364911988,I-465,4,"I-465, Exit 4",49,8,7,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Truck Wash | Bridgestone Tire Monitoring | Mobile Ordering,true
730,Flying J Travel Center,Flying J,Flying J Travel Center #730,1011 Beltway Pkwy,Laredo,TX,78045,27.685254343235226,-99.46518994871121,I-35,12B/13,"I-35, Exit 12B/13",191,12,15,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | IdleAir | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
739,Pilot Travel Center,Pilot,Pilot Travel Center #739,2409 S New Rd,Waco,TX,76711,31.5075712,-97.1451705,I-35,331,"I-35, Exit 331",200,9,11,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Bulk Propane | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
879,Pilot Dealer,Pilot,Pilot Dealer #879,2828 El Centro Rd,Sacramento,CA,95833,38.61736670766864,-121.53820506075485,I-80,85,"I-80, Exit 85",275,7,0,,,false,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | DEF Lanes | Drivers Lounge | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Truck Wash,true
965,ONE9 Dealer,ONE9,ONE9 Dealer #965,2300 S Canyon Rd,Ellensburg,WA,98926,46.97067325059552,-120.53766352513122,I-90,109,"I-90, Exit 109",100,5,0,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Drivers Lounge | Game Room | Lottery | Public Laundry | Truck Parking Spaces,true
1082,Pilot Travel Center,Pilot,Pilot Travel Center #1082,5714 N Rhett Ave,Charleston,SC,29406,32.90355307189954,-79.98457478983485,I-526,19,"I-526, Exit 19",50,8,4,,,false,Electric Vehicle Charging Station | Mobile Ordering,true
17,Pilot Travel Center,Pilot,Pilot Travel Center #17,15901 11 Mile Rd,Battle Creek,MI,49014,42.3029751720004,-85.08241893488058,I-94,104,"I-94, Exit 104",75,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Mobile Ordering,true
31,Pilot Travel Center,Pilot,Pilot Travel Center #31,8150 Indianapolis Blvd,Highland,IN,46322,41.56746795810016,-87.47272301165677,I-80,2,"I-80/94, Exit 2",10,6,2,,,true,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Mobile Ordering,true
252,Pilot Travel Center,Pilot,Pilot Travel Center #252,600 W MO-92,Kearney,MO,64060,39.36868187457259,-94.37433739021303,I-35,26,"I-35, Exit 26",90,9,7,,,false,Electric Vehicle Charging Station | Southern Tire Mart at Pilot / Truck Care | Mobile Ordering,true
280,Pilot Travel Center,Pilot,Pilot Travel Center #280,979 RT-173,Bloomsbury,NJ,08804,40.65948542798922,-75.07299567601761,I-78,7,"I-78, Exit 7",11,7,5,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Mobile Ordering,true
81,Pilot Travel Center,Pilot,Pilot Travel Center #81,2010 New Castle Rd,Portersville,PA,16051,40.96473570956834,-80.13987980149493,I-79,99,"I-79, Exit 99",50,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
329,Pilot Travel Center,Pilot,Pilot Travel Center #329,2647 S 24th St,Council Bluffs,IA,51501,41.235650407984025,-95.87828884875262,I-80,50,"I-80/29, Exit 50",80,8,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Mobile Ordering,true
330,Pilot Travel Center,Pilot,Pilot Travel Center #330,4142 TX-337 Loop,New Braunfels,TX,78130,29.6763531,-98.1560214,I-35,184,"I-35, Exit 184",120,9,7,,,true,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Electric Vehicle Charging Station | Bridgestone Tire Monitoring | Mobile Ordering,true
